message_id,user_id,timestamp,channel,sender,message_text,is_phishing,hour,day_of_week
M0000229,U00005,2026-01-25T15:47:12+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,15,6
M0000224,U00005,2026-01-29T12:57:06+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,12,3
M0000208,U00005,2026-01-30T17:59:30+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,17,4
M0000213,U00005,2026-02-02T14:23:42+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,14,0
M0000221,U00005,2026-02-02T14:35:43+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,14,0
M0000239,U00005,2026-02-04T16:36:26+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,16,2
M0010642,U00005,2026-02-10T01:48:46+01:00,SMS,Bank-Security,Unusual activity detected. Verify now: https://bank-secure-check.example,1,1,1
M0010643,U00005,2026-02-10T01:59:46+01:00,SMS,Bank Alerts,Your one-time code is 217518. Do not share this code with anyone.,0,1,1
M0010644,U00005,2026-02-10T02:08:46+01:00,SMS,Bank Alerts,"New device sign-in detected. If this wasn't you, change your password immediately.",0,2,1
M0000222,U00005,2026-02-11T15:37:29+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,15,2
M0000202,U00005,2026-02-12T13:59:27+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,13,3
M0000234,U00005,2026-02-17T10:25:50+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,10,1
M0000240,U00005,2026-02-18T12:09:04+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,12,2
M0000218,U00005,2026-02-18T14:06:05+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,14,2
M0000258,U00005,2026-02-18T14:21:03+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,14,2
M0000231,U00005,2026-02-21T12:50:49+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,12,5
M0000210,U00005,2026-02-22T09:59:49+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,9,6
M0000209,U00005,2026-02-22T19:40:59+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,19,6
M0000216,U00005,2026-02-24T10:45:03+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,10,1
M0000247,U00005,2026-02-24T10:46:52+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,10,1
M0000204,U00005,2026-02-24T15:05:07+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,15,1
M0000207,U00005,2026-02-28T15:55:33+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,15,5
M0000203,U00005,2026-03-01T13:32:00+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,13,6
M0000223,U00005,2026-03-04T10:22:06+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,10,2
M0000237,U00005,2026-03-05T15:51:58+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,15,3
M0000246,U00005,2026-03-06T11:16:29+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,11,4
M0000214,U00005,2026-03-06T14:58:33+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,14,4
M0000255,U00005,2026-03-09T14:38:58+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,14,0
M0000232,U00005,2026-03-09T16:58:00+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,16,0
M0000217,U00005,2026-03-09T19:37:35+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,19,0
M0000205,U00005,2026-03-10T06:40:55+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,6,1
M0000256,U00005,2026-03-11T12:54:26+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,12,2
M0000251,U00005,2026-03-12T18:45:21+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,18,3
M0000225,U00005,2026-03-13T18:36:44+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,18,4
M0000212,U00005,2026-03-15T12:22:13+01:00,Email,IT-Support,Password expires today. Re-authenticate here: https://sso-reset.example,1,12,6
M0000235,U00005,2026-03-17T13:27:26+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,13,1
M0000243,U00005,2026-03-17T14:59:59+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,14,1
M0000253,U00005,2026-03-18T20:18:20+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,20,2
M0000238,U00005,2026-03-19T15:32:57+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,15,3
M0000233,U00005,2026-03-19T18:41:41+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,18,3
M0000249,U00005,2026-03-22T12:07:15+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,12,6
M0000245,U00005,2026-03-23T16:07:48+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,16,0
M0000260,U00005,2026-03-24T15:02:10+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,15,1
M0000215,U00005,2026-03-29T18:21:15+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,18,6
M0000220,U00005,2026-03-31T19:16:41+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,19,1
M0000303,U00006,2026-01-01T13:42:22+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,13,3
M0000313,U00006,2026-01-03T08:56:18+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,8,5
M0000323,U00006,2026-01-03T16:36:47+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,16,5
M0000333,U00006,2026-01-04T13:59:34+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,13,6
M0000264,U00006,2026-01-05T10:26:47+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,10,0
M0000336,U00006,2026-01-05T15:16:48+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,15,0
M0000324,U00006,2026-01-05T15:38:59+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,15,0
M0000327,U00006,2026-01-06T10:35:44+01:00,Email,IT-Support,Password expires today. Re-authenticate here: https://sso-reset.example,1,10,1
M0000297,U00006,2026-01-06T10:42:18+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,10,1
M0000294,U00006,2026-01-06T20:25:46+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,20,1
M0000270,U00006,2026-01-06T21:33:58+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,21,1
M0000273,U00006,2026-01-07T14:43:35+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,14,2
M0000322,U00006,2026-01-11T10:23:04+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,10,6
M0000326,U00006,2026-01-12T08:29:03+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,8,0
M0000277,U00006,2026-01-12T11:40:41+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,11,0
M0000271,U00006,2026-01-12T13:53:33+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,13,0
M0000286,U00006,2026-01-17T12:06:29+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,12,5
M0000288,U00006,2026-01-20T11:09:07+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,11,1
M0000262,U00006,2026-01-21T19:31:18+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,19,2
M0000318,U00006,2026-01-22T09:09:22+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,9,3
M0000268,U00006,2026-01-27T08:43:30+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,8,1
M0000328,U00006,2026-01-27T12:43:46+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,12,1
M0000329,U00006,2026-01-28T10:23:03+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,10,2
M0000267,U00006,2026-01-29T12:02:02+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,12,3
M0000275,U00006,2026-01-30T14:28:34+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,14,4
M0000314,U00006,2026-02-01T11:09:36+01:00,SMS,Delivery-Notice,Your parcel is held due to unpaid customs fee. Pay now: https://track-fee.example,1,11,6
M0000317,U00006,2026-02-03T13:46:48+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,13,1
M0000290,U00006,2026-02-06T15:38:43+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,15,4
M0000307,U00006,2026-02-07T11:13:09+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,11,5
M0000296,U00006,2026-02-07T12:42:33+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,12,5
M0000302,U00006,2026-02-12T19:41:25+01:00,SMS,Delivery-Notice,Your parcel is held due to unpaid customs fee. Pay now: https://track-fee.example,1,19,3
M0000289,U00006,2026-02-15T07:36:28+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,7,6
M0000316,U00006,2026-02-16T13:09:26+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,13,0
M0000300,U00006,2026-02-18T11:21:19+01:00,SMS,Delivery-Notice,Your parcel is held due to unpaid customs fee. Pay now: https://track-fee.example,1,11,2
M0000311,U00006,2026-02-18T18:06:27+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,18,2
M0000295,U00006,2026-02-19T13:40:18+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,13,3
M0000278,U00006,2026-02-19T17:27:11+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,17,3
M0000306,U00006,2026-02-20T13:06:41+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,13,4
M0000292,U00006,2026-02-23T17:11:28+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,17,0
M0000274,U00006,2026-02-24T13:07:47+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,13,1
M0000276,U00006,2026-02-24T13:34:30+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,13,1
M0000281,U00006,2026-02-25T12:24:14+01:00,Email,IT-Support,Password expires today. Re-authenticate here: https://sso-reset.example,1,12,2
M0000301,U00006,2026-02-25T15:37:13+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,15,2
M0000310,U00006,2026-02-26T15:14:21+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,15,3
M0000283,U00006,2026-02-27T10:44:35+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,10,4
M0000331,U00006,2026-02-27T17:43:24+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,17,4
M0000330,U00006,2026-03-01T23:06:58+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,23,6
M0000325,U00006,2026-03-03T09:27:12+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,9,1
M0000332,U00006,2026-03-03T17:49:33+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,17,1
M0000279,U00006,2026-03-04T10:18:57+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,10,2
M0000285,U00006,2026-03-04T16:52:17+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,16,2
M0000305,U00006,2026-03-06T20:52:49+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,20,4
M0000263,U00006,2026-03-07T15:02:30+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,15,5
M0000261,U00006,2026-03-08T11:33:25+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,11,6
M0000299,U00006,2026-03-08T14:09:49+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,14,6
M0000280,U00006,2026-03-09T13:46:28+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,13,0
M0000265,U00006,2026-03-10T12:10:07+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,12,1
M0000266,U00006,2026-03-10T12:16:02+01:00,SMS,Delivery-Notice,Your parcel is held due to unpaid customs fee. Pay now: https://track-fee.example,1,12,1
M0000334,U00006,2026-03-11T11:31:47+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,11,2
M0000282,U00006,2026-03-11T17:19:50+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,17,2
M0000293,U00006,2026-03-14T10:46:01+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,10,5
M0000298,U00006,2026-03-14T11:37:44+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,11,5
M0000309,U00006,2026-03-15T09:59:12+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,9,6
M0000284,U00006,2026-03-15T22:24:03+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,22,6
M0000291,U00006,2026-03-16T08:17:45+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,8,0
M0000315,U00006,2026-03-16T13:03:54+01:00,SMS,Delivery-Notice,Your parcel is held due to unpaid customs fee. Pay now: https://track-fee.example,1,13,0
M0000269,U00006,2026-03-17T13:55:38+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,13,1
M0000308,U00006,2026-03-21T16:45:26+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,16,5
M0000272,U00006,2026-03-22T11:36:15+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,11,6
M0000319,U00006,2026-03-23T17:39:27+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,17,0
M0000335,U00006,2026-03-24T03:50:15+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,3,1
M0000287,U00006,2026-03-25T11:59:20+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,11,2
M0000320,U00006,2026-03-28T08:56:35+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,8,5
M0000321,U00006,2026-03-30T14:50:20+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,14,0
M0000304,U00006,2026-03-31T09:06:07+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,9,1
M0000312,U00006,2026-03-31T16:50:17+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,16,1
M0000373,U00007,2026-01-03T15:53:43+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,15,5
M0000354,U00007,2026-01-05T15:43:12+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,15,0
M0000356,U00007,2026-01-10T09:15:33+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,9,5
M0000358,U00007,2026-01-14T14:57:17+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,14,2
M0000371,U00007,2026-01-16T16:10:33+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,16,4
M0000367,U00007,2026-01-16T17:43:26+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,17,4
M0000352,U00007,2026-01-18T11:40:25+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,11,6
M0000347,U00007,2026-01-19T12:53:59+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,12,0
M0000364,U00007,2026-01-19T14:28:42+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,14,0
M0000351,U00007,2026-01-23T20:05:15+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,20,4
M0000375,U00007,2026-01-25T17:28:49+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,17,6
M0000377,U00007,2026-01-26T07:39:34+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,7,0
M0000339,U00007,2026-01-26T08:06:57+01:00,SMS,Delivery-Notice,Your parcel is held due to unpaid customs fee. Pay now: https://track-fee.example,1,8,0
M0000338,U00007,2026-01-26T15:47:07+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,15,0
M0000341,U00007,2026-02-03T15:41:44+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,15,1
M0000348,U00007,2026-02-13T08:24:58+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,8,4
M0000353,U00007,2026-02-16T10:57:38+01:00,Email,IT-Support,Password expires today. Re-authenticate here: https://sso-reset.example,1,10,0
M0000374,U00007,2026-02-17T11:48:06+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,11,1
M0000360,U00007,2026-02-18T13:56:44+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,13,2
M0000363,U00007,2026-02-20T11:08:32+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,11,4
M0000350,U00007,2026-02-23T17:12:11+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,17,0
M0000337,U00007,2026-02-24T16:23:27+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,16,1
M0000359,U00007,2026-02-28T06:41:26+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,6,5
M0000361,U00007,2026-02-28T12:47:25+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,12,5
